parlamentarier_anzeige_name,parlamentarier_id,parlamentarier_nachname,parlamentarier_vorname,parlamentarier_zweiter_vorname,parlamentarier_rat,parlamentarier_kanton,parlamentarier_partei,parlamentarier_fraktion,parlamentarier_kommissionen,parlamentarier_im_rat_seit,parlamentarier_im_rat_bis,parlamentarier_geschlecht,parlamentarier_geburtstag,parlamentarier_parlament_biografie_id,parlamentarier_parlament_number,parlamentarier_sprache,parlamentarier_arbeitssprache,interessenbindung_beschreibung,interessenbindung_von,interessenbindung_bis,interessenbindung_art,interessenbindung_funktion_im_gremium,interessenbindung_deklarationstyp,interessenbindung_status,interessenbindung_hauptberuflich,interessenbindung_behoerden_vertreter,interessenbindung_wirksamkeit,organisation_id,verguetung,verguetung_jahr,verguetung_beschreibung,organisation_name_de,organisation_uid,organisation_name_fr,organisation_ort,organisation_rechtsform,organisation_rechtsform_handelsregister,organisation_rechtsform_zefix,organisation_typ,organisation_vernehmlassung,gruppe_spalte,interessengruppe,Hauptcode,Hauptkategorie,Subcode,Subkategorie
"Walti, Beat",251,Walti,Beat,NA,NR,ZH,FDP,RL,WAK-NR,2014-06-02T00:00:00Z,NA,M,1968-11-22T00:00:00Z,4142,3044,de,de,NA,NA,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,6518,0,2025,Ehrenamtlich,Arbeitsgruppe Kernkraftwerkbetreiber Ausschuss nukleare Entsorgung,NA,NA,Wettingen,Informelle Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Atomenergie,7,Energieerzeugung & -infrastruktur,7.1,Fossile / konventionelle Energie
"Juillard, Charles",402,Juillard,Charles,NA,SR,JU,M,M-E,"APF-V, Del F-V, GPK-S, KVF-SR, SiK-SR",2019-12-02T00:00:00Z,NA,M,1962-12-17T00:00:00Z,4240,3195,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,tief,8805,0,2025,Ehrenamtlich,ArcExpress,CHE-342.583.075,NA,Glovelier,Verein,0109,NA,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"de Montmollin, Simone",390,de Montmollin,Simone,NA,NR,GE,FDP,RL,"Del F-V, UREK-NR, WBK-NR",2019-10-20T00:00:00Z,NA,F,1968-07-20T00:00:00Z,4256,3148,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,6892,0,2025,Ehrenamtlich,Association des diplômés de Changins,CHE-419.571.821,NA,Nyon,Verein,0109,NA,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.5,Landwirtschaftsnahe Forschung
"de Montmollin, Simone",390,de Montmollin,Simone,NA,NR,GE,FDP,RL,"Del F-V, UREK-NR, WBK-NR",2019-10-20T00:00:00Z,NA,F,1968-07-20T00:00:00Z,4256,3148,fr,fr,Präsidentin Organisationskomitee,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,7160,0,2025,Ehrenamtlich,Association OIV 2019,CHE-166.206.900,NA,Genève,Verein,0109,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Broulis, Pascal",456,Broulis,Pascal,NA,SR,VD,FDP,RL,"APF-V, Del F-V, FK-SR, SiK-SR, SPK-SR",2023-12-04T00:00:00Z,NA,M,1965-04-03T00:00:00Z,10805,10805,fr,fr,NA,NA,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,N,mittel,177,0,2025,Ehrenamtlich,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Bühler, Manfred",271,Bühler,Manfred,NA,NR,BE,SVP,V,"GK-V, RK-NR",2015-11-30T00:00:00Z,NA,M,1979-04-10T00:00:00Z,4157,3063,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,177,NA,NA,NA,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Chassot, Isabelle",429,Chassot,Isabelle,NA,SR,FR,M,M-E,"APK-SR, IPU, RK-SR, WBK-SR",2021-11-29T00:00:00Z,NA,F,1965-03-28T00:00:00Z,4325,3220,fr,fr,Mitglied Ausschuss,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,mittel,177,0,2025,Ehrenamtlich,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Cottier, Damien",388,Cottier,Damien,Jacques André,NR,NE,FDP,RL,"Bü-NR, ERD, FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1975-04-03T00:00:00Z,4254,3146,fr,fr,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,hoch,177,0,2025,Ehrenamtlich,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Feller, Olivier",79,Feller,Olivier,NA,NR,VD,FDP,RL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1974-08-30T00:00:00Z,4077,2789,fr,fr,Ausschussmitglied,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,mittel,177,0,2025,Ehrenamtlich,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Juillard, Charles",402,Juillard,Charles,NA,SR,JU,M,M-E,"APF-V, Del F-V, GPK-S, KVF-SR, SiK-SR",2019-12-02T00:00:00Z,NA,M,1962-12-17T00:00:00Z,4240,3195,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,N,hoch,177,NA,NA,NA,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Klopfenstein Broggini, Delphine",403,Klopfenstein Broggini,Delphine,NA,NR,GE,Grüne,G,"Del F-V, KVF-NR, SPK-NR",2019-12-02T00:00:00Z,NA,F,1976-06-09T00:00:00Z,4272,3164,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,N,hoch,177,NA,NA,NA,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Piller Carrard, Valérie",168,Piller Carrard,Valérie,NA,NR,FR,SP,S,"ERD, SGK-NR",2011-12-05T00:00:00Z,NA,F,1978-09-09T00:00:00Z,4109,3009,fr,fr,Co-Vizepräsidentin,NA,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,NA,mittel,177,0,2025,Ehrenamtlich,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Roth Pasquier, Marie-France",417,Roth Pasquier,Marie-France,NA,NR,FR,M,M-E,"KVF-NR, WBK-NR",2019-12-02T00:00:00Z,NA,F,1968-04-25T00:00:00Z,4284,3176,fr,fr,NA,2024-05-27T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,N,hoch,177,NA,NA,NA,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Tuosto, Brenda",494,Tuosto,Brenda,NA,NR,VD,SP,S,KVF-NR,2023-12-04T00:00:00Z,NA,F,1989-01-06T00:00:00Z,10825,10825,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,N,hoch,177,0,2025,Ehrenamtlich,Association Ouestrail,NA,NA,Delémont,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Crevoisier Crelier, Mathilde",438,Crevoisier Crelier,Mathilde,NA,SR,JU,SP,S,"Bü-SR, Del F-V, RedK-V, RK-SR, UREK-SR, WBK-SR",2022-12-15T00:00:00Z,NA,F,1980-01-05T00:00:00Z,4332,3227,fr,fr,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,10380,0,2025,Ehrenamtlich,Association Parc Naturel régional du Doubs,CHE-387.345.750,NA,Saignelégier,Verein,0109,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Addor, Jean-Luc",261,Addor,Jean-Luc,NA,NR,VS,SVP,V,"OSZE, SiK-N, SPK-N",2015-11-30T00:00:00Z,NA,M,1964-04-22T00:00:00Z,4154,3055,fr,fr,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,2663,-1,2025,Bezahlendes Mitglied,Association pour la Protection du Paysage du Coude du Rhône,NA,NA,Collonges,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Umwelt & Natur,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Gianini, Simone",474,Gianini,Simone,NA,NR,TI,FDP,RL,"RedK-V, RK-NR",2023-12-04T00:00:00Z,NA,M,1976-02-13T00:00:00Z,10807,10807,it,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,J,tief,9366,0,2025,Ehrenamtlich,Associazione Locarnese e Bellinzonese per l'Aeroporto cantonale ALBA,NA,NA,Tenero,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Luftfahrt,6,Verkehrssektor und Mobilität,6.4,Luftverkehr & Infrastruktur
"Chiesa, Marco",275,Chiesa,Marco,NA,SR,TI,SVP,V,"APF-V, APK-SR, Del I-V, RedK-V, UREK-SR",2015-11-30T00:00:00Z,NA,M,1974-10-10T00:00:00Z,4159,3067,it,fr,NA,2017-10-27T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,mittel,5561,0,2025,Ehrenamtlich,"Associazione Proprietari Fondiari, Sezione Ticino APF-HEV Ticino",CHE-115.119.366,NA,Paradiso,Verein,0109,6,"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Quadri, Lorenzo",170,Quadri,Lorenzo,NA,NR,TI,Lega,V,"Del I-V, KVF-NR, RedK-V",2011-05-30T00:00:00Z,NA,M,1974-11-05T00:00:00Z,4046,2752,it,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,5659,0,2025,Ehrenamtlich,Associazione Saetta Verde,CHE-338.980.289,NA,Lugano,Verein,0109,6,EinzelOrganisation,nie,organisation_interessengruppe1,Klima,6,Verkehrssektor und Mobilität,6.5,Elektromobilität & Innovation
"Quadri, Lorenzo",170,Quadri,Lorenzo,NA,NR,TI,Lega,V,"Del I-V, KVF-NR, RedK-V",2011-05-30T00:00:00Z,NA,M,1974-11-05T00:00:00Z,4046,2752,it,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,5659,0,2025,Ehrenamtlich,Associazione Saetta Verde,CHE-338.980.289,NA,Lugano,Verein,0109,6,EinzelOrganisation,nie,organisation_interessengruppe2,Langsamverkehr,6,Verkehrssektor und Mobilität,6.5,Elektromobilität & Innovation
"Burkart, Thierry",273,Burkart,Thierry,Paul,SR,AG,FDP,RL,"Bü-SR, Del D-V, KVF-SR, OSZE, RedK-V, UREK-SR, WAK-SR",2015-11-30T00:00:00Z,NA,M,1975-08-21T00:00:00Z,4189,3065,de,de,NA,2020-09-29T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,hoch,504,1,2025,Bezahlt,ASTAG Schweizerischer Nutzfahrzeugverband,CHE-105.884.577,"Astag, Association suisse des transports routiers",Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Logistik/Transport,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Guggisberg, Lars",391,Guggisberg,Lars,Patrick,NR,BE,SVP,V,"FinDel, FK-N, UREK-N",2019-10-20T00:00:00Z,NA,M,1977-07-19T00:00:00Z,4310,3206,de,de,Vorstand Sektion Bern,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,504,0,2025,Ehrenamtlich,ASTAG Schweizerischer Nutzfahrzeugverband,CHE-105.884.577,"Astag, Association suisse des transports routiers",Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Logistik/Transport,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Häberli-Koller, Brigitte",228,Häberli-Koller,Brigitte,Maria,SR,TG,M,M-E,"Del A-V, Del FL-V, KVF-SR, SGK-SR, SiK-SR",2003-12-01T00:00:00Z,NA,F,1958-08-23T00:00:00Z,1106,2600,de,de,Mitglied politischer Beirat,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,mittel,504,1,2025,Bezahlt,ASTAG Schweizerischer Nutzfahrzeugverband,CHE-105.884.577,"Astag, Association suisse des transports routiers",Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Logistik/Transport,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Regazzi, Fabio",171,Regazzi,Fabio,NA,SR,TI,M,M-E,"Del I-V, RedK-V, SiK-SR, WAK-SR",2011-12-05T00:00:00Z,NA,M,1962-06-22T00:00:00Z,4072,2776,it,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,mittel,504,1,2025,NA,ASTAG Schweizerischer Nutzfahrzeugverband,CHE-105.884.577,"Astag, Association suisse des transports routiers",Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Logistik/Transport,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Heimgartner, Stefanie",394,Heimgartner,Stefanie,NA,NR,AG,SVP,V,"SiK-NR, WBK-NR",2019-10-20T00:00:00Z,NA,F,1987-04-25T00:00:00Z,4314,3210,de,de,Ressort nationale Politik,NA,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,NA,tief,3872,0,2025,NA,"ASTAG Schweizerischer Nutzfahrzeugverband, Sektion Aargau",CHE-392.735.447,NA,Aarau,Verein,0109,NA,"MitgliedsOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Logistik/Transport,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Wicki, Hans",321,Wicki,Hans,NA,SR,NW,FDP,RL,"KVF-SR, PD-OECD-V, SiK-SR, WAK-SR",2015-11-30T00:00:00Z,NA,M,1964-02-18T00:00:00Z,4152,3054,de,de,NA,2021-01-23T00:00:00Z,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,NA,tief,1118,1,2025,Bezahlt,Auto AG Holding,CHE-100.942.440,NA,Rothenburg,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Wicki, Hans",321,Wicki,Hans,NA,SR,NW,FDP,RL,"KVF-SR, PD-OECD-V, SiK-SR, WAK-SR",2015-11-30T00:00:00Z,NA,M,1964-02-18T00:00:00Z,4152,3054,de,de,NA,2021-01-23T00:00:00Z,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,NA,tief,1118,1,2025,Bezahlt,Auto AG Holding,CHE-100.942.440,NA,Rothenburg,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe2,Logistik/Transport,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Z'graggen, Heidi",352,Z'graggen,Heidi,NA,SR,UR,M,M-E,"BeK-V, GK-V, GPK-S, RK-SR, SPK-SR",2019-10-20T00:00:00Z,NA,F,1966-02-01T00:00:00Z,4243,3198,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,tief,9055,6000,2025,NA,AUTO AG URI,CHE-102.249.539,NA,Schattdorf,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Dettling, Marcel",277,Dettling,Marcel,NA,NR,SZ,SVP,V,UREK-NR,2015-11-30T00:00:00Z,NA,M,1981-02-01T00:00:00Z,4160,3069,de,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,mittel,1201,1,2025,NA,auto-schweiz VEREINIGUNG SCHWEIZER AUTOMOBIL-IMPORTEURE,CHE-108.148.196,auto-suisse Association Importateurs Suisses d'Automobiles,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer,dezidierteLobby",punktuell,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Regazzi, Fabio",171,Regazzi,Fabio,NA,SR,TI,M,M-E,"Del I-V, RedK-V, SiK-SR, WAK-SR",2011-12-05T00:00:00Z,NA,M,1962-06-22T00:00:00Z,4072,2776,it,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,1201,1,2025,NA,auto-schweiz VEREINIGUNG SCHWEIZER AUTOMOBIL-IMPORTEURE,CHE-108.148.196,auto-suisse Association Importateurs Suisses d'Automobiles,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer,dezidierteLobby",punktuell,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Rutz, Gregor",182,Rutz,Gregor,A.,NR,ZH,SVP,V,"KVF-NR, SPK-NR",2012-11-26T00:00:00Z,NA,M,1972-10-12T00:00:00Z,4125,3030,de,de,Beirat,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,1201,1,2025,NA,auto-schweiz VEREINIGUNG SCHWEIZER AUTOMOBIL-IMPORTEURE,CHE-108.148.196,auto-suisse Association Importateurs Suisses d'Automobiles,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer,dezidierteLobby",punktuell,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Wicki, Hans",321,Wicki,Hans,NA,SR,NW,FDP,RL,"KVF-SR, PD-OECD-V, SiK-SR, WAK-SR",2015-11-30T00:00:00Z,NA,M,1964-02-18T00:00:00Z,4152,3054,de,de,Beirat,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,1201,1,2025,Bezahlt,auto-schweiz VEREINIGUNG SCHWEIZER AUTOMOBIL-IMPORTEURE,CHE-108.148.196,auto-suisse Association Importateurs Suisses d'Automobiles,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer,dezidierteLobby",punktuell,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Umbricht Pieren, Nadja",167,Umbricht Pieren,Nadja,NA,NR,BE,SVP,V,KVF-NR,2011-12-05T00:00:00Z,NA,F,1980-02-14T00:00:00Z,4065,2781,de,de,NA,2020-12-11T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,3873,1,2025,Bezahlt,Auto-Strassenhilfen-Schweiz,NA,Auto-Secours-Suisse,Härkingen,Verein,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Verkehrssicherheit,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Umbricht Pieren, Nadja",167,Umbricht Pieren,Nadja,NA,NR,BE,SVP,V,KVF-NR,2011-12-05T00:00:00Z,NA,F,1980-02-14T00:00:00Z,4065,2781,de,de,NA,2020-12-11T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,3873,1,2025,Bezahlt,Auto-Strassenhilfen-Schweiz,NA,Auto-Secours-Suisse,Härkingen,Verein,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe2,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Zopfi, Mathias",380,Zopfi,Mathias,NA,SR,GL,Grüne,G,"FK-SR, KVF-SR, NATO-V, SiK-SR, SPK-SR",2019-10-20T00:00:00Z,NA,M,1983-12-14T00:00:00Z,4244,3199,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,hoch,6839,6500,2025,Je nach Aufwand zwischen 3000 und 10000 Fr./Jahr,Autobetrieb Sernftal AG,CHE-105.742.167,NA,Engi,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"de Courten, Thomas",6,de Courten,Thomas,Jan,NR,BL,SVP,V,"GPK-N, IK-NR, SGK-NR",2011-12-05T00:00:00Z,NA,M,1966-07-29T00:00:00Z,4051,2757,de,de,NA,2012-08-29T00:00:00Z,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,N,mittel,32,1,2025,NA,Autobus AG Liestal,CHE-102.638.220,NA,Liestal,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Sollberger, Sandra",305,Sollberger,Sandra,NA,NR,BL,SVP,V,"FK-NR, KVF-NR",2015-11-30T00:00:00Z,NA,F,1973-10-27T00:00:00Z,4173,3095,de,de,NA,2014-08-22T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,hoch,32,1,2025,NA,Autobus AG Liestal,CHE-102.638.220,NA,Liestal,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",punktuell,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Sollberger, Sandra",305,Sollberger,Sandra,NA,NR,BL,SVP,V,"FK-NR, KVF-NR",2015-11-30T00:00:00Z,NA,F,1973-10-27T00:00:00Z,4173,3095,de,de,NA,2014-08-22T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,NA,tief,5841,1,2025,Bezahlt,Autobus AG Liestal Dienstleistungen,CHE-112.386.511,NA,Liestal,AG,0106,3,"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"de Courten, Thomas",6,de Courten,Thomas,Jan,NR,BL,SVP,V,"GPK-N, IK-NR, SGK-NR",2011-12-05T00:00:00Z,NA,M,1966-07-29T00:00:00Z,4051,2757,de,de,NA,2012-08-29T00:00:00Z,NA,vorstand,vizepraesident,deklarationspflichtig,nicht-deklariert,0,NA,tief,5842,1,2025,Bezahlt,Autobus AG Liestal Öffentlicher Verkehr,CHE-112.386.534,NA,Liestal,AG,0106,3,"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Sollberger, Sandra",305,Sollberger,Sandra,NA,NR,BL,SVP,V,"FK-NR, KVF-NR",2015-11-30T00:00:00Z,NA,F,1973-10-27T00:00:00Z,4173,3095,de,de,NA,2014-08-22T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,nicht-deklariert,0,NA,tief,5842,1,2025,Bezahlt,Autobus AG Liestal Öffentlicher Verkehr,CHE-112.386.534,NA,Liestal,AG,0106,3,"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Öffentlicher Verkehr,6,Verkehrssektor und Mobilität,6.2,Öffentlicher Verkehr / Schiene
"Farinelli, Alex",393,Farinelli,Alex,NA,NR,TI,FDP,RL,"FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1981-12-16T00:00:00Z,4259,3151,it,de,Mitglied in Zentralausschuss,2022-05-27T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,hoch,8,0,2025,Ehrenamtlich,"Automobil Club der Schweiz, ACS",CHE-107.814.205,Automobile Club de Suisse,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer,dezidierteLobby",punktuell,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Hurter, Thomas",120,Hurter,Thomas,NA,NR,SH,SVP,V,"IPU, KVF-NR, SiK-NR",2007-12-03T00:00:00Z,NA,M,1963-11-01T00:00:00Z,3890,2693,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,hoch,8,1,2025,NA,"Automobil Club der Schweiz, ACS",CHE-107.814.205,Automobile Club de Suisse,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer,dezidierteLobby",punktuell,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Farinelli, Alex",393,Farinelli,Alex,NA,NR,TI,FDP,RL,"FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1981-12-16T00:00:00Z,4259,3151,it,de,NA,2020-11-03T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,4795,1,2025,Bezahlt,"Automobile Club Svizzero, Sezione Ticino",CHE-108.099.959,ACS secion tessin,Locarno,Verein,0109,6,"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
"Gianini, Simone",474,Gianini,Simone,NA,NR,TI,FDP,RL,"RedK-V, RK-NR",2023-12-04T00:00:00Z,NA,M,1976-02-13T00:00:00Z,10807,10807,it,de,NA,2022-09-22T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,4795,1,2025,Bezahlt,"Automobile Club Svizzero, Sezione Ticino",CHE-108.099.959,ACS secion tessin,Locarno,Verein,0109,6,"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Individualverkehr,6,Verkehrssektor und Mobilität,6.1,Autofahrer-Lobby
